"","SampleID","glycocholate","palmitoylethanolamide","hexadecanamide","dihydrosphingosine","trans-9-octadecenoic acid isomer","stearamide","lysophosphatidylethanolamine(0:0/16:0)","hypoxanthine","acetyl-β-glucosaminylamine","phytenate","cis-10-nonadecenoic acid","Dl-ala-Dl-ala","hexadecan-1-ol","3,4-epoxy-6,9-octadecadiene isomer","heneicosanoic acid","3-methyluridine","nutriacholic acid","α-tocopherol","5-methyluridine","p-tolualdehyde","geranylgeraniol","4α-formyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","5β-cholestane-3α,7α,12α,26-tetraol","7α-hydroxycholest-4-en-3-one","glycocholic acid","(±)-abscisic acid","Indole-3-lactic acid","D-glucuronic acid","lignoceric acid","2-phenylbutyric acid","palmitic acid","chol-11-enic acid","10-oxooctadecanoic acid|10-keto stearic acid","1-linoleoyl-rac-glycerol","deoxycholic acid","5-formylsalicylic acid","4α-carboxy-4β-methyl-5α-cholesta-8,24-dien-3β-ol","1-palmitoyl-GPE (16:0)","palmitoyl sphingomyelin (d18:1/16:0)","10-undecenoic acid","4-cholesten-3-one","1-ethyladenine","10-oxooctadecanoic acid/10-keto stearic acid isomer","aldosterone","tricosanoic acid","9-oxoode","homovanillic acid","glycerol 1-hexadecanoate","trans-cinnamic acid","coenzyme Q10","butylparaben","24,25-epoxycholesterol","2-hydroxy cinnamic acid","nicotinic acid","carnitine","kynurenic acid","lysophosphatidylethanolamine(0:0/15:0)","4-ethylphenol","delta2-THA","7-ketocholesterol","palmitoylethanolamide isomer","4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid","7-ketodeoxycholic acid","D-(+)-malic acid","docosahexaenoic acid","stearoyl ethanolamide","13-hydroxyoctadecanoic acid","Hexadecasphinganine/C16 sphinganine","4α-hydroxymethyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","mannose","xanthine","4α-hydroxymethyl-5α-cholesta-8,24-dien-3β-ol","(±)12,13-DiHOME","stearidonic acid","N-acetyl-L-glutamic acid","1-(1Z-hexadecenyl)-sn-glycero-3-phosphoethanolamine","cholic acid","phytosphingosine","9-hydroxy-10E,12Z-octadecadienoic acid","erucic acid","γ-Tocopherol","γ-tocopherol/β-tocopherol","24S,25-epoxy-cholest-5-en-3β-ol","2-hexyldecanoic acid","glutamic acid","triamcinolone aceton","4α-carboxy-5α-cholesta-8,24-dien-3β-ol","oxoproline/pyroglutamic acid","3-(3-hydroxyphenyl)propanoic acid","12-ketodeoxycholic acid","Bis(2-ethylhexyl)-phthalate","glycidyl stearate","MG(0:0/18:3(9Z,12Z,15Z)/0:0) isomer","N-palmitoyl-sphinganine (d18:0/16:0)","5α-cholesta-8,24-dien-3-one","pentadecanoic acid","3,12 diketocholanic acid","cholesteryl laurate"
"HC_32","HC_32",27858.71077,128739.9159,18307.316,425782.6125,47573.37636,20374.425,60746.13955,21401.136,60553.22636,44902.9525,562893.5487,44748.228,1215682.057,90080.6702,198100.8096,1953.339844,1267894.036,110044.0257,7601.047049,7731.791748,15103.219,45625.25,94190.34857,6128.42647,40319.93278,340270.2,43525.989,327150.001,14300842.02,60932.71286,62609.33643,594255.376,57686.0025,1256510.581,182242.8007,29471.94491,240387.45,456579.6255,41534.19464,162791.1423,10883.64522,117233.9665,30968.77734,118744.0193,1914575.52,13618.70764,107120.8125,402933.1149,20684.75,1533075.12,19307.64971,173920.68,116902.6463,995625.4755,122051.4154,48972.30443,16032.52636,6821.387833,247979.5111,113695.4189,179240.8593,168899.8932,50523.08333,317968.3085,11221.62047,47196.50589,87905.7256,105302.4895,556619.001,334385.9172,52093.32143,176676.9643,587.5235683,161757.27,182766.675,6230.803333,118491.6881,149172.227,152527.6368,569444.1631,14731.22165,6891.479492,250615.125,48103.31733,1044172.389,406506.6286,613979.604,562342.2686,2075.836,468571.948,158213.3669,533972.72,1154945.25,6604528.278,19214.64322,45144.6,765776.57,5168.027344
"HC_33","HC_33",45542.89382,94189.03463,10685.10059,439920.8092,68100.19953,13634.28,1134047.376,2053.664857,42330.0564,33176.72571,372308.0582,42415.28,961566.1732,54734.9712,190918.672,9417.668966,157497.8355,139338.4538,26085.1257,72522.39531,73763.48978,29911.55713,76043.85286,7113.547013,211870.68,310536.375,34142.34729,53556.77345,12534404.79,68106.34286,45679.95428,117129.4731,544519.9455,205893.4975,185231.6746,5352.9078,69060.43833,192120.7572,20858.82031,46967.41929,4453.559311,29703.27442,234307.5806,288998.6175,1611086.05,11601.03516,82400.00375,67448.2212,254438.7291,2956105.362,17248.429,60874.5655,86516.71714,1147037.182,268380.7025,64736.69475,338035.2095,118660.485,39296.97538,53912.595,33760.63955,46750.4025,22003.23636,460497.0581,40117.3372,17971.57233,196507.1088,41722.18286,232502.9236,80472.3251,47965.31938,70379.76,4990.384665,91526.44833,205036.773,263678.835,33015.03333,47574.99583,47141.7779,313878.5462,260345.232,221171.7519,80591.82375,52979.63008,1284709.571,295260.74,232734.3778,618622.7171,35832.942,542868.0689,8026.554291,737707.9103,1226408.85,5817490.909,121295.2563,92699.86,172004.87,8401.8
"HC_34","HC_34",47159.94286,93254.81667,3799.200291,369485.4533,113774.1691,5382.808384,22093.72,18678.7675,42440.23182,30493.33375,52689.714,31743.348,315335.8404,8486.058333,191744.3833,1065.318848,202075.2973,158135.9371,18555.81957,65187.2475,13315.988,52796.98125,141151.1154,18954.23087,20045.6025,112078.6286,21647.22,108681.7744,5659162.053,85946.37333,57871.26651,96309,96014.448,170246.498,39780.45133,14846.09143,59204,143762.6184,79132.085,16419.55556,41167.61111,12903.82367,310142.5364,73807.9545,1908133.794,10414.94666,127515.3943,15247.50275,371997.4613,2022784.084,18536.657,54402.70733,121109.84,803391.2224,86394.693,35616.225,8504.120545,153758.0385,192130.26,44661.675,116827.1874,28319.9356,38158.84,104566.847,6667.5,62573.78467,65618.9424,66980.77063,288204.0731,138466.9033,75432.12889,56481.88,9699.81,77893.57667,14327.41606,35361.48124,56977.927,95527.82916,55373.31724,266353.4092,133463.28,354892.4226,54966.62625,53904.64167,1051029.501,340380.7771,409296.792,714894.1323,62453.468,302816.6896,43575.38017,319504.8154,1110766.6,3696645.748,48274.68937,88625.71413,129047.825,5912.257813
"HC_35","HC_35",38655.32121,78704.61429,7901.791033,345870.8167,136519.9068,13415.25094,26260.35244,15639.7615,64252.4,24342.47625,271571.9966,48169.75833,385379.4191,48625.997,52730.92338,14886.9645,1246691.33,71666.612,29047.1375,54294.655,23402.0565,40635.48,182809.2393,50847.16636,104229.9878,162025.875,22370.6668,252197.0513,3783383.344,93437.76571,56502.76366,2376316.436,64486.42909,4154529.639,8629.895063,33056.60573,197339.2575,93259.2222,293872.32,29800.50287,74232.9042,239291.0763,13499.2708,6683.717789,655928.136,65029.08,26586.79139,504808.2688,262534.1663,256316.5187,19635.4125,42589.64938,29805.51111,802598.7925,81824.17314,27620.99,5112.813571,103426.6196,420933.798,56328.85667,388079.4928,357426.4606,47923.08,268283.44,44275.8225,171022.5,61084.66062,237730.16,198683.59,80604.26329,38208.53785,65611.245,33024.24675,72169.56667,63840.265,2787.615009,268224.7292,84988.22713,93186.03833,206779.4,38533.33667,137979.635,243089.1225,19438.33,597555.7743,209415.4785,477034.11,399026.5959,444284.7178,297757.993,195635.2712,348337.968,1014956.063,3678164.857,187768.2769,67544.91947,195482.8089,9224.56
"HC_36","HC_36",19656.09473,86467.00987,13899.842,383891.9631,193886.07,10041.54785,279422.4804,40476.85814,67956.20333,28483.67,2065215.856,53452,1155857.211,335217.2717,48726.23,7506.7,1513119.906,198641.6136,10210.88,75133.75162,92720.77333,24308.57,25282.16125,60423.858,61434.315,33679.36,18776.46464,87347.53363,6037993.03,31863,74668.5,1665660.04,21973.31411,3122746.89,7474.773965,80722.212,119109.8417,72746.31,112293.6533,46511.98875,39988.26422,126067.998,11419.80848,139818.224,276119.0982,17491.30233,31849.54857,943397.475,370123.8795,340990.375,26045.90327,129191.904,30993.73913,559282.6182,118958.8663,18224.541,45184.5695,163350.9671,129794.1928,21593.95111,384523.4596,315657.0064,53206.934,267944.157,26229.7,389310.488,23180.24,86665.13625,264201.5838,160242.6303,111776.4487,19860.2,6838.291245,126177.5308,8537.961,17308.3075,204655.584,406143.8246,115851.8941,448900.9471,13765.18559,117442.8969,253683.1375,55675.82891,550265.037,416173.9663,519233.1955,7729.043333,138889.3091,383749.275,544518.06,265069.44,959972.3931,4451064.836,92339.5125,33001.03917,231044.655,9637.4021
"IRD_37","IRD_37",622.1440217,2464.906667,1091.952057,31601.55571,53469.70679,2749.215576,2779.345,19249.461,6920.378182,3050.792411,110646.9265,4594.308,292744.34,25077.36659,99327.7156,17397.58857,399910.914,18698.15475,61461.725,7946.484131,21701.078,29860.44,56474.77333,4797.278146,26350.07375,24586.82143,4283.524078,91521.58925,3319247.73,34014.91571,23748.82,521556.993,36508.93846,989683.3198,34524.91575,26751.26992,74703.48966,16306.40889,38414.39321,29067.38625,7695.1125,12161.62458,108419.8742,67451.32267,955586.301,13478.93442,28877.05975,355391.2287,10523.37325,1311351.817,5199.782,48725.24555,28565.433,736847.7273,70487.52171,13863.68214,822.4786377,7700.936857,39755.21589,37000.67,38286.92635,26413.002,22593.9,436966.98,7233.387778,44861.74333,89996.095,23810.95675,196317.0625,195988.5375,62537.17556,41980.18,3740.572,72524.71111,126179.1306,16747.82474,56897.63847,77580.47617,16147.152,264959.3314,10392.92501,79386.8182,74775.97,50006.82,687592.9054,329344.6468,387387,391163.0889,2037.745,242634.016,160309.1,536928.2552,1536486.202,8411253.589,223329.4846,75684.54,973698.0975,40857.94
"IRD_38","IRD_38",790.349938,2481.128222,221.9395229,29009.52238,260.5873326,248.6979218,98.13917894,732.2008219,4827.027692,2058.509382,554.1669244,6034.34849,211095.9171,490.5305311,1698.834737,3071.161667,133.48526,1993.76,8581.850125,5970.885158,927.9388326,32889.34286,5995.199754,2029.005668,5847.390647,29792.8575,4074.506667,5251.407883,51305.29385,11115.85175,4746.983124,4272.789889,3038.609924,9159.480444,709.1884126,67.37641505,19267.71786,1348.74649,1741.959229,4961.71875,1047.101095,4542.699738,1114.01021,92505.74222,10004.79846,1622.218817,1721.865967,123.5586965,327.3017927,31422.10667,13168.62413,2045.399878,4669.276428,47721.8475,30645.13941,9679.9428,46.01575046,147.4958496,13229.25429,23210.936,1246.251689,165.5141602,10862.64444,4377.414325,1021.583461,1969.336395,3087.505676,10794.812,45309.972,5443.904486,687.0286853,69137.08571,159.0287018,34831.37455,443.6638849,34.61760603,9669.909615,28171.70479,919.4467875,115620.5829,1035.24588,4334.501111,61179.6,73015.38059,10896.31667,192316.3858,229609.05,4190.6204,453.8891836,137251.2,78.16905212,409433.4542,1293661.46,4759837.957,71426.99213,36442.64,723651.6,18963.68
"IRD_39","IRD_39",618.1240845,1542.81924,1061.851283,46474.93342,1534.830322,4227.803571,7057.935181,3326.409,12302.02167,7889.900443,410539.5764,12293.30308,1197472.54,66155.84,65108.45056,52617.535,104401.9584,13389.2,121341.516,71270.26112,26885.04385,15665.87229,28780.60353,84501.9,4360.020616,132893.8275,16574.10556,157401.587,4772410.695,12858.84503,13641.172,45480.64313,12039.82733,67352.08175,5553.561148,4496.238,48756.282,23712.14005,6750.706543,17114.56857,2975.358398,7144.658236,5271.01305,41660.04462,457377.124,54828.32667,99211.67137,134382.2319,314076.7403,161955.1556,11058.55005,21857.55231,76678.32924,470314.3354,41431.1534,15141.10574,220.9064026,166162.914,16178.60598,16706.29333,16531.63103,9640.888889,18264.16,171761.0825,9494.761636,10906.71613,21546.78889,41846.62189,141990.3867,168984.9333,8278.837875,26719.81143,9998.987556,49785.51273,8588.190985,364.8757267,23254.90128,59076.9375,48312.68118,180213.4855,15346.21518,60327.0066,83306.96,26680.00375,232753.857,291832.464,317341.3667,149400.8129,19150.25375,461767.5337,2612.092762,602978.85,1336641.6,2943641.381,176335.884,75657.74,171887.17,48907.32
"IRD_40","IRD_40",1441.351318,1445.353699,871.268219,29139.22286,14061.99375,1990.108294,3697.122,1602.49725,7536.958,7154.607003,4702.14,8652.647273,293445.1923,1592.990736,59405.7987,87108.16556,101844.5097,27876.75,155910.6085,5279.235413,25330.93714,71264.96,156114.5675,38290.07617,5659.432861,119829.9563,14255.58333,37159.73892,2641465.935,123661.5814,75670.07426,30422,40364.99571,43997.90182,109271.9394,9619.0595,109423.2218,26219.8758,38031.9625,57113.375,2954.571262,48245.4336,91999.755,120609.7953,570344.6,87263.488,5511.414655,135316.1982,6939.645875,1429934.538,8373.786987,16444.02244,20670.768,111811.462,124466.5863,37340.31667,1253.191639,408.5688782,168212.282,35021.36,13253.6507,8107.939,28285.71625,170228.4438,7587.2655,66234.93538,28490.23269,29917.393,103490.072,8574.618,5555.691,31060.575,2633.09726,126878.48,69518.736,560.3991928,90445.39283,44105.85614,132313.1072,418525.7786,125763.3787,191191.434,76598.5,64039.14839,925362.5333,417838.9116,467329.09,526756.8729,1031.391678,252658.08,43025.70056,622761.1833,1565556.587,7659003.6,277799.8331,102287.56,101609.5578,18008.26
"IRD_41","IRD_41",2158.284365,2698.6971,1114.529384,37525.75822,41340.0275,2852.251413,10090.33113,2190.61513,8547.11,4507.541138,3620.809,9557.871333,375634.9675,1517.411255,256119.3933,91064.01857,936480.13,58873.67743,182412.5756,5066.378387,30590.57217,33067.92143,68190.56111,4078.808359,4447.337036,64084.8825,9992.11158,11725.67616,5741762.725,85722.62375,64051.02806,384128.415,31582.92091,712099.917,120652.2773,8580,26819.55478,72048.0175,133594.16,39980.72571,3423.601334,4666.938,81106.82857,237118.448,1379143.45,20342.37784,4439.625593,105551.9158,4895.151712,861033.3067,8336.340625,16335.85625,21164.37394,123574.9785,52140.33004,12030.38078,4247.359311,2823.8,196902.615,38561.44,8029.502888,9686.8422,31778.34,128815.5376,11471.92364,9133.4607,182175.4264,25981.18756,174363.9,13521.7243,7927.202133,62978.01714,16160.8545,74446.4,137914.8637,1688.374286,95692.39225,42689.59842,111185.7088,265639.28,38009.79,74459.5446,21374.265,67025.69316,758342.9471,315987.75,423382.816,431435.4586,1681.930387,331567.533,10869.47933,540992.25,1490794.739,9678652.16,178901.2196,251563.56,7330543.271,35451.5695
"IRD_42","IRD_42",718.9191151,1327.037633,895.690761,27049.35494,26109.77455,4162.770996,8117.481667,9983.462625,13302.18455,8526.604353,220603.9353,12612.50455,976557.05,38991.63156,156720.1717,25713.58207,1777140.739,40162.30062,60453.325,18636.52,52209.78333,14400.53577,20844.85941,52006.05,16239.74186,131902.23,13630.13333,40515.86871,6512852.131,18021.07941,35473.727,2079971.817,40199.68047,3184829.869,10745.95154,18615.82613,48132.9,27040.0339,59583.52875,65796.25675,4272.481628,77307.37817,28607.10505,184740.5224,883429.7045,103201.858,78388.60725,1790256.031,177940.0469,139788.48,9017.237286,49591.35385,84241.0275,83855.849,55530.21714,18603.43999,3272.107697,103349.8667,105741.8478,21887.28246,102473.2911,380083.6761,9295.270691,111194.8504,34664.30933,143526.5023,294694.0065,87800.56,176848.0542,19491.27141,23069.71978,20374.2,8823.309034,31066.64615,7041.044998,3137.420946,412861.7443,167921.3869,287121.5,2504.49,15459.65833,224667.2573,177305.1375,24962.32833,271364.4286,1298.7,11886.06,194951.9857,45324.608,375498.805,1682.28265,440185.3,1373904.265,7973162.476,604198.5275,182059.1,228222.6578,25004.4
"IRD_43","IRD_43",1236.11959,1918.633981,1406.059265,27136.09397,46911.84481,1412.069423,15852.8265,29539.224,7239.185455,5020.265305,86039.22211,8390.166138,703384.1255,18656.87478,77264.6856,4102.739607,153563.0259,25857.395,12863.72176,30457.97138,20621.14909,21612.22603,59487.12,41025.57789,15186.92798,13067.33374,39356.66078,529500.9475,3161716.112,50136.625,32022.40103,103954.4491,95842.73,173734.8298,10903.45033,11214.25205,68247.9,69693.103,32948.49545,9023.948333,41081.59789,37934.849,22753.19778,131539.7067,603189.244,23860.17554,17851.32715,171112.986,135785.9424,593821.1,8250.660505,30192.26469,30843.9319,779207.1936,60210.80625,36481.08478,6010.895992,75103.92679,38694.45475,34160.73778,80231.82,19168.17375,18057.09277,184515.5051,8194.303125,61987.47222,60853.27142,41117.10257,193293.6429,812964.85,86185.062,53037.80857,9096.724875,54577.37727,69858.47636,27333.74846,24615.54599,102236.2495,31861.40333,179135.6956,18070.90759,104714.2376,146329.7813,46843.34219,255252.6205,183184.5692,249051.5378,128815.3127,56932.7325,202884.5628,31815.2343,467513.2544,1277886.112,5169485.151,193046.8946,57775.44,142552.8225,68575.84
"IRD_44","IRD_44",761.0694377,2553.117188,580.9613139,27158.92223,523553.8205,1250.811925,17950.03711,45118.31111,7990.629167,17315.31932,1132478.643,8752.570756,408724.0844,176947.412,150674.2245,3309.395926,1335895.571,85950.5625,14087.30674,9232.2955,48318.37706,34037.7,77957.6,35245.90588,9006.963135,97061.58,13138.12133,43539.10222,7527367.652,47949.40286,52579.59741,599158.88,28639.50708,1108582.24,44315.02357,54916.63418,114168.6933,143863.7907,56774.4407,52737.21989,44264.98844,37950.61433,16091.45857,180986.0313,989687.352,104983.9371,4896.380022,792923.6865,10172.409,938113.13,9668.1275,80713.89764,5350.50824,396454.63,7954.811429,11873.87596,4153.067914,6420.956104,136993.888,26341.77,275026.8715,122310.3484,32757.35778,153880.9088,9560.881111,83403.24422,59208.9502,52033.19888,200984.1831,170875.0286,73571.42222,35844.23571,29883.79525,76539.47667,92327.86189,4389.791183,67016.448,145036.5919,101382.416,417894.136,62165.3775,369865.0939,116999.3463,22584.67625,275779.2394,415377.5296,431893.6336,148088.712,6769.563818,318373.0608,395561.2683,304533.2175,916352.227,3512807.631,322188.2861,93990.28,534528.4567,33938.70299
"IRD_45","IRD_45",684.3762817,2679.012556,541.991272,15250.24667,151210.962,1835.476364,36804.45933,14373.7825,9017.281667,3407.870518,546719.4425,10028.59091,830368.8134,97272.1155,154123.1129,22229.87511,96130.9895,167042.1317,47141.00767,12317.5875,43991.48886,22324.468,24576.25554,18914.01273,6412.216541,160140.0159,17208.83333,74330.01575,10623974.82,27015.04,78742.09538,46652.24146,67590.56571,64714.1011,33228.33755,7448.957273,29234.74315,128631.4062,75008.87,143099.7424,21481.71541,10059.80075,14780.77814,203730.8356,944916.292,84752.69835,61992.08742,75348.76182,4698.625091,314635.7762,10555.47852,69338.27571,51150.88857,812170.7892,245079.1265,112835.2775,5281.152691,2089.306234,11694.68887,77548.92444,99239.45656,74122.41433,14884.31067,311475.5875,18805.72422,57921.31333,122727.7838,36386.95544,225305.76,221194.4353,50382.18713,94451.04857,9691.480534,39681.316,170053.9826,8355.969881,15873.53143,67196.67536,230418.1038,128393.8578,88611.843,39017.7722,59716.0025,58609.02248,840881.975,187401.6,173232.0778,482087.5086,2730.083862,332514.4781,8627.30928,568605.425,1052502.144,2576705.453,275952.5373,105271.74,40939.3125,39282.1
"IRD_46","IRD_46",419.914856,1708.655,265.555481,25540.81768,396.9613647,608.3911133,38.23309796,483.3034105,4054.909091,1759.624512,476.6384125,4627.140137,220798.089,693.1684341,1361.42475,37069.395,2016.488,2405.650635,110341.3534,17994.44343,1233.868191,9448.0575,2925.817139,7651.1625,660.8277995,13129.14615,1336.544571,1680.021315,28229.16923,4248.646362,4792.78143,6349.680359,2723.831177,8280.576319,334.1202143,28.55727277,4781.960716,927.0318061,2172.845764,3231.8325,1284.282742,831.4381825,874.1958313,4305.660667,6297.216154,1387.482599,7260.89,185.7455078,54774.30525,15143.98,10142.08125,4305.516462,7362.159,29039.528,25135.59327,3016.932778,41.64649475,38743.68,6078.053284,8170.8,2539.739668,164.7364136,3982.13375,1899.198089,1116.644094,3594.186333,1435.539551,3642.369507,450939.8833,11628.53339,478.772441,22393.56,220.8736427,11066.8738,4697.0235,0,3789.231812,6786.675,533.3169136,36278.0325,2702.150253,2726.966375,37036.48889,45843.79556,8128.255126,23710.35556,90193.22222,2667,399.4819195,115629.9923,0,274701.4545,1285849.351,677915.3191,7626.541,9107.572126,64283.52333,18415.89446
"IRD_47","IRD_47",219.534139,1378.981698,3170.18,31279.45092,31475.112,1683.704381,177290.5149,47857.185,9071.411,6157.009905,2392.975143,7107,263666.9581,493.5029297,52573.037,430.0680542,292084.3785,54771.28,963.2818778,11794.67025,62696.04,26418.96,50244.33,22890.93637,7958.1,103208.16,20476.66425,102199.3279,1477731.068,62242.875,59676.575,1324745.734,89041.56545,2567837.479,2465.636326,11252.88933,60361.80462,11997.7098,86083.725,22243.6203,9191.585455,70331.1425,18355.92,98626.90288,248422.122,6832.547097,31894.0445,443526.2015,46961.6,340993,10435.5395,16831.70478,38207.655,355197.5778,82650.37288,4267.177172,21581.46608,20892.73438,118191.9855,5588.085907,147079.6659,97835.246,14599.3262,325942.9911,27039.8244,83498.711,25134.26,37791.45,100398.0962,65496.96,50549.364,11022.37333,1267.049282,5246.062207,110984.2671,33226.82538,151925.7815,100630.029,55822.32,8500.95,2175.906754,140320.6427,100131.7188,104077.5607,798733.7771,3637.803333,206887.248,591313.1829,29471.304,259909.2756,15315.66669,251343.6013,808404.2116,928679.16,598312.96,44959.88889,646601.685,44475.94
"IRD_48","IRD_48",1574.338213,2163.328857,580.3127238,44321.82346,2453.725513,2851.130859,77060.28611,4482.3,12093.82,1936.529157,321323.7971,11929.24364,1158715.901,43376.1457,89830.356,5461.593035,42637.54083,14257.57328,15194.62079,96441.73837,33701.13811,15425.3867,13247.64324,76550.4,3893.145,94698.0075,22047.31375,133899.465,7391699.705,8811.132853,40527.20839,18350.929,11062.72705,33859.80889,11586.02629,1944.5125,29911.13455,77665.326,49040.6541,24822.61375,3183.215317,9210.068298,7228.714267,2318.213539,537084.368,41601.68917,142638.2127,10997.73391,515672.0229,7724.680751,11156.28938,11594.02241,181370.1398,567437.7784,23781.17714,54560.10819,2317.754621,247640.755,2878.184357,9672.32,12674.13632,9069.165,15478.32889,272204.3654,24240.20293,7838.642222,74850.2625,38004.14633,133032.5763,98550.34013,9011.43,11581.83385,171233.1452,30432.78,35054.52588,2291.666692,17509.10215,65095.32295,598306.0104,89950.665,5803.030472,27627.5709,14675.44,62625.24486,350136.36,161844.1825,166993.4383,235009.86,32804.96875,429031.9346,47.67197037,703911.6,1240898.306,4619668.881,12028.77258,93426.14,219722.1037,28169.48
"IRD_49","IRD_49",435.6211256,1713.180106,217.4525146,25411.98908,24138.135,1148.998064,100227.7525,3285.972078,7003.59375,6607.137416,30217.18378,7739.304785,326855.168,5041.953369,57461.0201,1524.068778,39167.95455,27290.67563,6649.209778,8456.2547,36315.68653,24975.78286,55556.8,3310.113142,3962.7,34426.41429,11287.86089,163.6591688,3021499.084,40185.30833,45047.385,15209.766,105088.56,28843.7121,41622.99982,2988.626667,33368.27214,13184.62667,25994.01557,13616.40713,2322.82711,5685.317057,34853.849,26843.74711,309248.783,4907.171936,18230.2975,45392.31491,2543.750105,694163.46,12594.2375,10418.27556,7798.749875,2537.498861,47505.91596,5033.867603,30140.83636,1935.9746,22799.68838,17917.998,25167.9921,7602.226667,11742.892,307.4648285,10006.95908,3561.74,22095.50573,84207.11967,333538.5625,22.86774855,13261.00407,21587.84571,3666.49714,70079.04053,14900.84988,3434.383542,26134.38545,42345.03146,27396.11875,277217.1914,7315.492126,98033.35856,27745.95,169054.9957,560596.5407,345397.5832,300459.768,268459.4193,2308.167192,284395.921,1399.622,709892.1,1681070.879,12378091.34,124594.1455,45367.56,32337.02625,12657.64
"IRD_50","IRD_50",1090.981842,2897.799421,496.0754395,30418.03866,76841.53841,1934.11908,241155.7272,3987.533571,7707.801818,5370.131348,28916.371,6985.046631,425711.008,4308.316162,165044.8646,4823.794451,79934.9711,49305.72829,11151.96191,12219.94,25280.76192,37654.05429,86223.30231,9536.197597,8046.581111,66870.6543,15440.3034,20891.70667,3290836.839,55619.47286,35684.06429,9146.468571,115641.7,43500.16944,107577.2646,6023.955111,23081.97437,98178.82222,22491.41429,43301.8565,7898.973267,48779.16363,117667.1754,123604.606,679771.248,13865.72462,3162.506866,45878.8944,2696.424037,547300.032,9614.063625,25681.91985,12492.76758,436481.8084,67358.40839,40333.19287,54140.437,1262.440813,11454.77623,28572.569,36101.86526,41837.84111,17860.79018,290422.585,10941.14373,12637.33633,97037.78392,22983.002,840313.2709,16232.96294,14180.4021,37960.25714,36171.8364,48374.30769,51432.271,17015.70038,15154.53801,63898.89147,310001.2134,173790.6369,283335.075,189781.1265,96889.21375,86074.24429,894681.6514,228082.5662,254319.408,459545.0964,3830.086376,341847.0199,3205.260769,321417.45,1097589.874,3741030.006,148946.079,112604.22,146241.3667,17486.9165
"IRD_51","IRD_51",542.0228577,2085.764317,3137.52,26852.18104,2723.7854,545.4359436,1296.587556,904.3207746,3233.755,3291.802734,566.4489746,4450.830029,190484.32,477.9413223,3920.776667,240.4913853,10081.9562,1782.96,645.2539673,2501.016337,24829.77343,24319.51313,27596.77846,1307.318551,3362.002,22291.5075,2753.513,8167.675396,159219.45,92595.5,5343.19553,9299.14793,6109.3203,11939.62613,1207.405537,319.9898158,12555.65299,2064.48,4297.430725,5030.133429,926.5070801,9542.7865,1810.443604,25997.83725,53021.728,1374.376031,1858.502106,5520.166615,644.7890625,109931.9244,10958.138,3272.305231,7778.335288,10890.411,15108.62575,4722.739759,307.2377777,214.5118612,19548.16487,4104.937256,3273.578925,1601.702,6270.475,1085.379848,9202.052364,8056.64,9320.194,33687.2,3007.02,5251.765968,2224.303365,4124.388951,250.1916962,17193.97875,7755.170909,134.853862,8722.545827,15175.04807,3233.807625,89009.11,1039.252098,10586.8215,14053.04444,64070.74251,4612.283952,95497.78,142566.325,1897.886822,537.4341397,146867.5724,78.13310051,279125.3091,1208881.514,4118667.408,40757.03143,40244.16375,407933.12,24305.6953
"IRD_52","IRD_52",626.478643,1825.05406,1340.267944,44268.48503,52774.04089,652.3947405,78282.3366,70317.104,8774.1225,4325.815691,30282.7468,8857.901038,390067.6282,6775.681322,44166.04909,4177.509574,662854.752,41864.46,9086.358817,15827.46667,28992.0345,25339.35,44754.46462,28813.291,45393.70727,95902.9275,27658.7118,383773.6898,2370309.48,32526.6,50426.88,364231.504,270863.9943,632717.072,7449.810824,28703.1536,42143.7225,25863.3165,36896.09648,17455.155,23055.9,16116.94972,141018.515,164634.6426,274065.142,32826.96162,50645.5645,308528.7413,66116.03513,177120.24,8405.763794,22539.60971,68039.41163,696641.9077,107824.3824,46541.59323,31336.53092,49192.00225,49300.00125,44327.216,161406.1806,66708.6024,26623.90333,146018.71,12824.01652,101912.8839,46648.61728,33339.17978,323360.895,307615.383,131852.7795,67699.365,8558.744286,72172.48,92168.8488,71313.08463,67049.11529,83178.29347,66913.9959,252796.8,41395.05114,141324.232,144629.9325,64351.53186,338711.6381,281484.5656,347190.48,15732.32675,42890.167,308012.494,209670.4863,281472.3,958371.75,1165964.825,233382.5433,118906.24,128093.57,16963.06
